"last_name, first_name","player_id","year","player_age","pa","single","double","triple","home_run","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_intent_walk","b_sac_fly","woba"
"Eaton, Adam",594809,2021,32,288,33,10,2,6,22,24.7,7.6,".201",".327",".282","0.609","0.126",".253","0","1",".271"
"Pérez, Roberto",547379,2022,33,69,10,2,0,2,9,36.2,13,".233",".367",".333","0.700","0.134",".364","0","0",".315"
"Sánchez, Gary",596142,2022,29,471,46,24,0,16,40,28.9,8.5,".205",".377",".282","0.659","0.172",".257","0","5",".290"
"Lux, Gavin",666158,2020,22,69,6,2,0,3,6,27.5,8.7,".175",".349",".246","0.595","0.174",".195","0","0",".259"
"Rodgers, Brendan",663898,2021,24,415,71,21,3,15,19,20.2,4.6,".284",".470",".328","0.798","0.186",".328","0","2",".341"
"Kemp, Tony",643393,2022,30,558,84,24,2,7,45,12.4,8.1,".235",".334",".307","0.641","0.099",".259","0","3",".287"
"Wheeler, Zack",554430,2021,31,73,9,2,0,0,0,53.4,0,".162",".191",".162","0.353","0.029",".379","0","0",".153"
"Piscotty, Stephen",572039,2020,29,171,25,6,0,5,9,31,5.3,".226",".358",".271","0.629","0.132",".304","0","1",".273"
"Alonso, Pete",624413,2022,27,685,95,27,0,40,67,18.7,9.8,".271",".518",".352","0.870","0.247",".279","16","9",".366"
"Rivas III, Alfonso",663845,2022,25,287,49,5,2,3,29,30.3,10.1,".235",".307",".322","0.629","0.072",".344","1","2",".285"
"Haase, Eric",606992,2021,28,381,46,12,1,22,26,31.2,6.8,".231",".459",".286","0.745","0.228",".278","0","2",".316"
"Aquino, Aristides",606157,2020,26,56,5,1,0,2,6,32.1,10.7,".170",".319",".304","0.623","0.149",".222","0","0",".285"
"Alvarez, Yordan",670541,2022,25,561,76,29,2,37,78,18.9,13.9,".306",".613",".406","1.019","0.307",".320","9","7",".427"
"Fairchild, Stuart",656413,2022,26,110,14,4,1,5,8,30.9,7.3,".247",".464",".336","0.800","0.217",".328","0","0",".350"
"Guerrero Jr., Vladimir",665489,2020,21,243,34,13,2,9,20,15.6,8.2,".262",".462",".329","0.791","0.200",".282","1","0",".338"
"Haseley, Adam",656514,2020,24,92,17,5,0,0,7,18.5,7.6,".278",".342",".348","0.690","0.064",".349","1","1",".305"
"García, Luis",671277,2022,22,377,67,23,2,7,11,22.3,2.9,".275",".408",".295","0.703","0.133",".337","1","4",".303"
"Machado, Manny",592518,2022,29,644,102,37,1,32,63,20.7,9.8,".298",".531",".366","0.897","0.233",".337","10","2",".382"
"Murphy, John Ryan",571974,2020,29,63,8,2,0,0,4,44.4,6.3,".172",".207",".226","0.433","0.035",".333","0","0",".199"
"Franco, Maikel",596748,2021,28,403,46,22,0,11,20,16.6,5,".210",".355",".253","0.608","0.145",".225","0","3",".263"
"Gallagher, Cam",595956,2021,28,124,21,6,0,1,8,16.1,6.5,".250",".330",".298","0.628","0.080",".293","0","1",".276"
"Bolt, Skye",621450,2022,28,116,15,2,0,4,7,25.9,6,".198",".330",".259","0.589","0.132",".233","0","1",".261"
"Turner, Trea",607208,2022,29,708,130,39,4,21,45,18.5,6.4,".298",".466",".343","0.809","0.168",".342","1","6",".350"
"Soler, Jorge",624585,2021,29,602,61,27,0,27,67,23.6,11.1,".223",".432",".316","0.748","0.209",".250","0","5",".323"
"Wade, Tyler",642180,2021,26,145,28,5,1,0,16,25.5,11,".268",".323",".354","0.677","0.055",".378","1","0",".304"
"Estrada, Thairo",642731,2021,25,132,22,4,0,7,9,17.4,6.8,".273",".479",".333","0.812","0.206",".286","1","0",".346"
"Hernández, César",514917,2022,32,617,106,28,4,1,45,18.5,7.3,".248",".318",".311","0.629","0.070",".309","0","2",".283"
"Urías, Luis",649966,2021,24,570,73,25,1,23,63,20.4,11.1,".249",".445",".345","0.790","0.196",".280","3","3",".340"
"Peralta, David",444482,2020,32,218,45,10,1,5,13,20.6,6,".300",".433",".339","0.772","0.133",".361","0","2",".333"
"Andujar, Miguel",609280,2021,26,162,31,2,0,6,7,17.3,4.3,".253",".383",".284","0.667","0.130",".273","0","1",".288"
"Fraley, Jake",641584,2021,26,265,29,7,0,9,46,26.8,17.4,".210",".369",".352","0.721","0.159",".265","1","2",".322"
"Maile, Luke",571912,2022,31,206,27,10,0,3,19,26.2,9.2,".221",".326",".301","0.627","0.105",".291","0","3",".281"
"Marmolejos, José",592530,2020,27,115,12,4,0,6,7,27.8,6.1,".206",".411",".261","0.672","0.205",".232","0","0",".287"
"McCann, James",543510,2020,30,111,18,3,0,7,8,27,7.2,".289",".536",".360","0.896","0.247",".339","0","2",".378"
"Sosa, Edmundo",624641,2022,26,190,23,11,4,2,5,26.3,2.6,".227",".369",".275","0.644","0.142",".304","0","1",".282"
"Moncada, Yoán",660162,2020,25,231,28,8,3,6,28,31.2,12.1,".225",".385",".320","0.705","0.160",".315","0","2",".309"
"Robles, Victor",645302,2022,25,407,64,10,2,6,17,25.6,4.2,".224",".311",".273","0.584","0.087",".292","0","4",".260"
"Vargas, Ildemaro",545121,2020,28,54,7,1,1,1,2,18.5,3.7,".196",".314",".222","0.536","0.118",".220","0","1",".229"
"Blackmon, Charlie",453568,2021,34,582,97,25,4,13,54,15.6,9.3,".270",".411",".351","0.762","0.141",".305","1","3",".333"
"Díaz, Yandy",650490,2020,28,138,30,3,0,2,23,12.3,16.7,".307",".386",".428","0.814","0.079",".347","1","0",".367"
"Altuve, Jose",514888,2022,32,604,91,39,0,28,66,14.4,10.9,".300",".533",".387","0.920","0.233",".315","2","1",".397"
"Barnes, Austin",605131,2022,32,212,24,6,0,8,27,17.5,12.7,".212",".380",".324","0.704","0.168",".222","0","1",".315"
"Pederson, Joc",592626,2022,30,433,59,19,3,23,42,23.1,9.7,".274",".521",".353","0.874","0.247",".310","3","4",".373"
"Betts, Mookie",605141,2021,28,550,68,29,3,23,68,15.6,12.4,".264",".487",".367","0.854","0.223",".276","2","5",".365"
"Mazeika, Patrick",664850,2021,27,87,11,3,0,1,4,20.7,4.6,".190",".266",".253","0.519","0.076",".230","1","1",".228"
"Stewart, DJ",621466,2020,26,112,8,2,0,7,20,33.9,17.9,".193",".455",".355","0.810","0.262",".233","0","0",".353"
"Ahmed, Nick",605113,2021,31,473,58,30,3,5,34,22,7.2,".221",".339",".280","0.619","0.118",".279","3","1",".269"
"Berti, Jon",542932,2022,32,404,62,17,3,4,42,22,10.4,".240",".338",".324","0.662","0.098",".308","0","1",".298"
"Vierling, Matt",663837,2022,25,357,60,12,2,6,23,19.6,6.4,".246",".351",".297","0.648","0.105",".290","0","6",".285"
"Benintendi, Andrew",643217,2020,25,52,3,1,0,0,11,32.7,21.2,".103",".128",".314","0.442","0.025",".182","0","0",".241"
"Ozuna, Marcell",542303,2022,31,507,64,19,0,23,31,24.1,6.1,".226",".413",".274","0.687","0.187",".252","0","4",".298"
"González, Erik",570481,2021,29,229,41,7,1,2,8,17.5,3.5,".232",".300",".258","0.558","0.068",".274","0","1",".244"
"Stewart, DJ",621466,2021,27,318,33,10,0,12,44,28,13.8,".204",".374",".324","0.698","0.170",".254","1","0",".310"
"Moore, Dylan",664238,2020,27,159,18,9,0,8,14,27,8.8,".255",".496",".358","0.854","0.241",".314","0","0",".368"
"Heyward, Jason",518792,2020,30,181,25,6,2,6,30,20.4,16.6,".265",".456",".392","0.848","0.191",".311","1","2",".368"
"Brantley Jr., Michael",488726,2022,35,277,50,14,1,5,31,10.8,11.2,".288",".416",".370","0.786","0.128",".311","2","1",".345"
"Tapia, Raimel",606132,2020,26,206,48,8,2,1,14,18.4,6.8,".321",".402",".369","0.771","0.081",".392","0","3",".338"
"Knapp, Andrew",595284,2020,28,89,13,4,1,2,15,21.3,16.9,".278",".444",".404","0.848","0.166",".346","0","1",".372"
"Garver, Mitch",641598,2022,31,215,22,7,0,10,23,24.7,10.7,".207",".404",".298","0.702","0.197",".228","0","2",".308"
"Kemp, Tony",643393,2020,28,114,18,5,0,0,15,12.3,13.2,".247",".301",".363","0.664","0.054",".284","0","2",".307"
"Freeman, Freddie",518692,2021,31,695,122,25,2,31,85,15.4,12.2,".300",".503",".393","0.896","0.203",".321","15","2",".379"
"Tauchman, Mike",643565,2021,30,191,21,5,0,4,23,30.4,12,".181",".283",".284","0.567","0.102",".250","0","0",".260"
"Dahl, David",621311,2020,26,99,13,2,2,0,4,28.3,4,".183",".247",".222","0.469","0.064",".258","0","1",".208"
"Díaz, Elias",553869,2020,29,73,12,2,0,2,5,20.5,6.8,".235",".353",".288","0.641","0.118",".275","0","0",".281"
"Raleigh, Cal",663728,2021,24,148,11,12,0,2,7,35.1,4.7,".180",".309",".223","0.532","0.129",".267","0","1",".231"
"Celestino, Gilberto",665482,2022,23,347,59,12,1,2,32,22.2,9.2,".238",".302",".313","0.615","0.064",".310","0","0",".280"
"Haase, Eric",606992,2022,29,351,50,17,1,14,24,27.6,6.8,".254",".443",".305","0.748","0.189",".316","1","3",".322"
"Arcia, Orlando",606115,2021,26,89,11,3,0,2,7,21.3,7.9,".198",".309",".258","0.567","0.111",".230","1","1",".245"
"Pérez, Michael",605421,2021,28,231,14,8,1,7,19,29.4,8.2,".143",".290",".221","0.511","0.147",".170","1","0",".225"
"Stassi, Max",545358,2020,29,105,16,2,0,7,11,20,10.5,".278",".533",".352","0.885","0.255",".277","0","3",".370"
"Díaz, Aledmys",649557,2020,29,59,6,5,0,3,1,20.3,1.7,".241",".483",".254","0.737","0.242",".256","0","0",".307"
"Urías, Julio",628711,2021,24,70,10,2,0,0,0,31.4,0,".203",".237",".217","0.454","0.034",".324","0","0",".200"
"Stevenson, Andrew",664057,2021,27,213,33,6,0,5,13,28.6,6.1,".229",".339",".294","0.633","0.110",".307","2","1",".276"
"Heineman, Scott",595981,2020,27,54,4,3,0,1,2,20.4,3.7,".154",".269",".185","0.454","0.115",".175","0","0",".197"
"Kirk, Alejandro",672386,2022,23,541,101,19,0,14,63,10.7,11.6,".285",".415",".372","0.787","0.130",".299","2","4",".347"
"Diaz, Jordan",672478,2022,21,51,10,3,0,0,2,13.7,3.9,".265",".327",".294","0.621","0.062",".310","0","0",".275"
"Anderson, Brian",605119,2022,29,383,50,16,1,8,37,26.4,9.7,".222",".346",".311","0.657","0.124",".291","2","1",".293"
"Gurriel Jr., Lourdes",666971,2021,27,541,87,28,2,21,32,18.9,5.9,".276",".466",".319","0.785","0.190",".305","1","6",".333"
"Wilkerson, Stevie",592859,2021,29,76,9,3,0,0,3,39.5,3.9,".167",".208",".211","0.419","0.041",".286","0","0",".190"
"Albies, Ozzie",645277,2020,23,124,21,5,0,6,5,24.2,4,".271",".466",".306","0.772","0.195",".317","0","0",".329"
"Shaw, Travis",543768,2020,30,180,23,10,0,6,16,27.8,8.9,".239",".411",".306","0.717","0.172",".306","0","1",".310"
"Pillar, Kevin",607680,2020,31,223,39,12,3,6,13,18.4,5.8,".288",".462",".336","0.798","0.174",".335","1","0",".341"
"Smith, Pavin",656976,2021,25,545,91,27,4,11,42,19.4,7.7,".267",".404",".328","0.732","0.137",".319","1","1",".318"
"Hosmer, Eric",543333,2022,32,419,75,19,0,8,37,15.3,8.8,".268",".382",".334","0.716","0.114",".304","5","1",".313"
"Nido, Tomás",621512,2021,27,161,25,5,1,3,5,27.3,3.1,".222",".327",".261","0.588","0.105",".292","1","0",".254"
"Maldonado, Martín",455117,2021,34,426,41,10,1,12,47,29.8,11,".172",".300",".272","0.572","0.128",".221","1","1",".258"
"Gallo, Joey",608336,2021,27,616,47,13,1,38,111,34.6,18,".199",".458",".351","0.809","0.259",".246","5","1",".348"
"Carpenter, Matt",572761,2020,34,169,16,6,0,4,23,28.4,13.6,".186",".314",".325","0.639","0.128",".250","1","0",".293"
"Smith, Dominic",642086,2020,25,199,24,21,1,10,14,22.6,7,".316",".616",".377","0.993","0.300",".368","0","3",".412"
"Pinder, Chad",640461,2020,28,61,8,3,0,2,5,21.3,8.2,".232",".393",".295","0.688","0.161",".268","0","0",".299"
"Martin Jr., Richie",621006,2021,26,105,20,2,0,1,4,26.7,3.8,".235",".286",".269","0.555","0.051",".314","0","1",".246"
"Hernández, Enrique",571771,2020,28,148,18,8,1,5,6,20.9,4.1,".230",".410",".270","0.680","0.180",".260","0","1",".290"
"Rojas, Miguel",500743,2021,32,539,89,30,3,9,37,13.7,6.9,".265",".392",".322","0.714","0.127",".295","0","1",".311"
"Brosseau, Mike",670712,2022,28,160,25,5,0,6,14,30,8.8,".255",".418",".344","0.762","0.163",".345","0","0",".338"
"Robert Jr., Luis",673357,2022,24,401,78,18,0,12,17,19.2,4.2,".284",".426",".319","0.745","0.142",".329","1","1",".324"
"Vargas, Ildemaro",545121,2021,29,83,8,3,1,0,6,20.5,7.2,".156",".221",".217","0.438","0.065",".200","1","0",".192"
"Díaz, Aledmys",649557,2022,31,327,49,13,0,12,18,16.2,5.5,".243",".403",".287","0.690","0.160",".256","0","2",".301"
"Luplow, Jordan",656669,2021,27,193,14,8,0,11,28,29.5,14.5,".202",".454",".326","0.780","0.252",".232","0","0",".337"
"Cave, Jake",595909,2022,29,177,20,7,3,5,11,27.7,6.2,".213",".384",".260","0.644","0.171",".268","0","2",".278"
"Caratini, Victor",605170,2020,26,132,20,7,0,1,12,23.5,9.1,".241",".328",".333","0.661","0.087",".321","1","0",".297"
"Grandal, Yasmani",518735,2021,32,375,35,9,0,23,87,21.9,23.2,".240",".520",".420","0.940","0.280",".246","0","5",".402"
"Haggerty, Sam",664059,2021,27,94,11,3,0,2,6,29.8,6.4,".186",".291",".247","0.538","0.105",".250","0","0",".240"
"Gosselin, Phil",594838,2021,32,373,69,14,0,7,24,21.7,6.4,".261",".362",".314","0.676","0.101",".322","0","1",".297"
"Bader, Harrison",664056,2020,26,125,11,7,2,4,13,32,10.4,".226",".443",".336","0.779","0.217",".317","0","1",".337"
"Kingery, Scott",664068,2020,26,124,10,5,0,3,9,28.2,7.3,".159",".283",".228","0.511","0.124",".200","0","0",".227"
"Raleigh, Cal",663728,2022,25,415,30,20,1,27,38,29.4,9.2,".211",".489",".284","0.773","0.278",".226","0","5",".330"
"Olivares, Edward",658668,2021,25,111,17,2,0,5,5,17.1,4.5,".238",".406",".291","0.697","0.168",".244","0","1",".301"
"Schoop, Jonathan",570731,2020,28,177,31,4,2,8,8,22,4.5,".278",".475",".324","0.799","0.197",".316","0","2",".340"
"Robles, Victor",645302,2021,24,369,40,21,1,2,33,23,8.9,".203",".295",".310","0.605","0.092",".271","3","1",".274"
"Grichuk, Randal",545341,2021,29,545,75,25,1,22,27,20.9,5,".241",".423",".281","0.704","0.182",".266","0","4",".300"
"Maybin, Cameron",457727,2020,33,101,13,8,1,1,7,24.8,6.9,".247",".387",".307","0.694","0.140",".328","0","0",".302"
"Marsh, Brandon",669016,2022,24,461,71,18,4,11,28,34.3,6.1,".245",".384",".295","0.679","0.139",".360","1","3",".296"
"Avila, Alex",488671,2021,34,111,6,9,1,1,19,33.3,17.1,".191",".348",".345","0.693","0.157",".314","1","0",".311"
"Cooper, Garrett",643265,2020,29,133,20,8,0,6,11,23.3,8.3,".283",".500",".353","0.853","0.217",".337","0","0",".365"
"Story, Trevor",596115,2020,27,259,40,13,4,11,24,24.3,9.3,".289",".519",".355","0.874","0.230",".354","1","0",".370"
"Bader, Harrison",664056,2021,27,401,60,21,1,16,27,21.2,6.7,".267",".460",".324","0.784","0.193",".306","6","2",".331"
"Marisnick, Jake",545350,2021,30,198,23,7,3,5,11,32.8,5.6,".216",".375",".286","0.661","0.159",".306","0","2",".287"
"Marte, Ketel",606466,2020,26,195,35,14,1,2,7,10.8,3.6,".287",".409",".323","0.732","0.122",".311","0","3",".316"
"Candelario, Jeimer",600869,2020,26,206,34,11,3,7,20,23.8,9.7,".297",".503",".369","0.872","0.206",".372","0","0",".373"
"Contreras, Willson",575929,2022,30,487,54,23,2,22,45,21.1,9.2,".243",".466",".349","0.815","0.223",".270","0","2",".357"
"Goodwin, Brian",571718,2020,29,164,15,9,1,6,17,32.9,10.4,".215",".417",".299","0.716","0.202",".291","1","2",".305"
"Wade, Tyler",642180,2020,25,105,9,3,0,3,12,21,11.4,".170",".307",".288","0.595","0.137",".188","0","1",".271"
"Heim, Jonah",641680,2021,26,285,29,13,0,10,15,20.4,5.3,".196",".358",".239","0.597","0.162",".210","0","3",".256"
"Correa, Carlos",621043,2020,25,221,39,9,0,5,16,22.2,7.2,".264",".383",".326","0.709","0.119",".324","2","1",".308"
"Machado, Manny",592518,2020,27,254,39,12,1,16,26,14.6,10.2,".304",".580",".370","0.950","0.276",".297","4","4",".391"
"Lindor, Francisco",596019,2021,27,524,65,16,3,20,58,18.3,11.1,".230",".412",".322","0.734","0.182",".248","4","3",".317"
"Iglesias, Jose",578428,2021,31,511,93,27,2,9,21,14.7,4.1,".271",".391",".309","0.700","0.120",".305","0","1",".304"
"Bruján, Vidal",660644,2022,24,162,16,5,0,3,12,22.8,7.4,".163",".259",".228","0.487","0.096",".193","0","2",".220"
"Hernandez, Yadiel",628450,2021,33,289,54,8,1,9,22,20.4,7.6,".273",".413",".329","0.742","0.140",".318","1","2",".320"
"Rivera, Emmanuel",656896,2021,25,98,18,4,0,1,8,21.4,8.2,".256",".333",".316","0.649","0.077",".324","0","0",".289"
"Wong, Kolten",543939,2021,30,492,73,32,2,14,31,16.9,6.3,".272",".447",".335","0.782","0.175",".305","1","3",".337"
"Rondon, José",602922,2021,27,90,15,3,0,3,8,18.9,8.9,".263",".412",".322","0.734","0.149",".290","0","2",".316"
"McKenna, Ryan",663630,2022,25,172,25,10,0,2,11,32,6.4,".237",".340",".294","0.634","0.103",".350","1","1",".279"
"Pérez, Michael",605421,2020,27,93,10,3,0,1,7,29,7.5,".167",".238",".237","0.475","0.071",".228","0","1",".217"
"Flowers, Tyler",452095,2020,34,80,8,6,0,1,8,42.5,10,".217",".348",".325","0.673","0.131",".412","0","0",".303"
"Romine, Andrew",461865,2021,35,64,8,2,0,1,4,37.5,6.3,".183",".267",".234","0.501","0.084",".286","0","0",".223"
"Piscotty, Stephen",572039,2021,30,188,25,8,0,5,13,25.5,6.9,".220",".353",".282","0.635","0.133",".275","0","0",".279"
"Correa, Carlos",621043,2022,27,590,105,24,1,22,61,20.5,10.3,".291",".467",".366","0.833","0.176",".339","2","4",".362"
"Adell, Jo",666176,2020,21,132,13,4,0,3,7,41.7,5.3,".161",".266",".212","0.478","0.105",".258","0","0",".212"
"Astudillo, Willians",553902,2022,30,55,12,0,0,1,1,5.5,1.8,".241",".296",".255","0.551","0.055",".240","0","0",".243"
"Profar, Jurickson",595777,2021,28,412,57,17,2,4,49,15.8,11.9,".227",".320",".329","0.649","0.093",".266","1","2",".293"
"Choo, Shin-Soo",425783,2020,37,127,18,3,0,5,13,26,10.2,".236",".400",".323","0.723","0.164",".284","1","2",".312"
"Allen, Greg",656185,2022,29,134,16,4,0,2,10,31.3,7.5,".186",".271",".260","0.531","0.085",".267","0","1",".242"
"Margot, Manuel",622534,2020,25,159,29,9,0,1,13,15.7,8.2,".269",".352",".327","0.679","0.083",".317","0","1",".301"
"Paredes, Isaac",670623,2021,22,85,10,3,1,1,10,12.9,11.8,".208",".319",".306","0.625","0.111",".226","1","2",".274"
"Hedges, Austin",595978,2022,29,338,37,4,0,7,25,23.1,7.4,".163",".248",".241","0.489","0.085",".193","0","3",".225"
"Thames, Eric",519346,2020,33,140,17,5,0,3,14,30,10,".203",".317",".300","0.617","0.114",".282","1","0",".276"
"Gardner, Brett",458731,2021,37,461,56,16,4,10,60,21.7,13,".222",".362",".327","0.689","0.140",".269","0","6",".305"
"McMahon, Ryan",641857,2021,26,596,78,32,1,23,59,24.7,9.9,".254",".449",".331","0.780","0.195",".306","2","5",".334"
"Hendricks, Kyle",543294,2021,31,61,5,1,0,0,2,42.6,3.3,".115",".135",".148","0.283","0.020",".231","0","0",".130"
"Kiermaier, Kevin",595281,2022,32,221,32,8,0,7,14,27.6,6.3,".228",".369",".281","0.650","0.141",".290","0","0",".286"
"Ervin, Phillip",640447,2020,27,89,8,3,0,0,14,24.7,15.7,".149",".189",".292","0.481","0.040",".212","0","0",".239"
"Estrada, Thairo",642731,2022,26,541,89,22,2,14,33,16.5,6.1,".260",".400",".322","0.722","0.140",".290","0","5",".317"
"Vogelbach, Daniel",596129,2022,29,461,54,19,1,18,73,24.7,15.8,".238",".433",".360","0.793","0.195",".290","2","1",".349"
"Santander, Anthony",623993,2022,27,647,81,24,0,33,55,18.9,8.5,".240",".455",".318","0.773","0.215",".248","1","5",".336"
"Jeffers, Ryan",680777,2021,24,293,28,10,1,14,22,36.9,7.5,".199",".401",".270","0.671","0.202",".269","0","0",".289"
"La Stella, Tommy",600303,2021,32,242,36,11,1,7,18,10.7,7.4,".250",".405",".308","0.713","0.155",".255","1","1",".307"
"Knizner, Andrew",668800,2022,27,293,42,10,0,4,26,21.2,8.9,".215",".300",".301","0.601","0.085",".268","0","0",".275"
"Huff, Sam",669087,2022,24,132,21,4,0,4,11,31.8,8.3,".240",".372",".303","0.675","0.132",".333","1","0",".296"
"Hilliard, Sam",656541,2021,27,238,23,7,2,14,23,36.6,9.7,".215",".463",".294","0.757","0.248",".283","3","0",".318"
"Eaton, Adam",594809,2020,31,176,20,11,1,4,12,18.2,6.8,".226",".384",".285","0.669","0.158",".260","1","0",".287"
"Guerrero Jr., Vladimir",665489,2022,23,706,108,35,0,32,58,16.4,8.2,".274",".480",".339","0.819","0.206",".289","6","4",".351"
"Gonzalez, Oscar",660757,2022,24,382,69,27,0,11,15,19.6,3.9,".296",".461",".327","0.788","0.165",".345","2","2",".339"
"Barnes, Austin",605131,2021,31,225,29,8,0,6,20,24.9,8.9,".215",".345",".299","0.644","0.130",".268","1","0",".285"
"Marsh, Brandon",669016,2021,23,260,43,12,3,2,20,35,7.7,".254",".356",".317","0.673","0.102",".403","0","1",".296"
"Fargas, Johneshwy",641561,2021,26,54,8,3,2,0,1,27.8,1.9,".250",".385",".264","0.649","0.135",".351","0","0",".275"
"Lamb, Jake",571875,2020,29,99,9,5,0,3,8,25.3,8.1,".193",".352",".283","0.635","0.159",".233","0","0",".281"
"Cron, C.J.",543068,2022,32,632,88,28,3,29,43,25.9,6.8,".257",".468",".315","0.783","0.211",".307","6","5",".335"
"Bohm, Alec",664761,2021,24,417,72,15,0,7,31,26.6,7.4,".247",".342",".305","0.647","0.095",".327","0","4",".285"
"Barrera, Luis",642456,2022,26,85,12,5,0,1,6,20,7.1,".234",".338",".294","0.632","0.104",".283","0","1",".280"
"Stott, Bryson",681082,2022,24,466,69,19,2,10,36,19.1,7.7,".234",".358",".295","0.653","0.124",".274","0","1",".289"
"Papierski, Michael",657709,2022,26,103,11,1,0,1,10,25.2,9.7,".143",".187",".228","0.415","0.044",".188","0","0",".197"
"Bohm, Alec",664761,2020,23,180,39,11,0,4,16,20,8.9,".338",".481",".400","0.881","0.143",".410","0","2",".381"
"Cruz, Oneil",665833,2022,23,361,43,13,4,17,28,34.9,7.8,".233",".450",".294","0.744","0.217",".317","1","1",".320"
"Gomes, Yan",543228,2020,32,119,20,6,1,4,6,18.5,5,".284",".468",".319","0.787","0.184",".314","0","3",".332"
"Bell, Josh",605137,2022,29,647,98,29,3,17,81,15.8,12.5,".266",".422",".362","0.784","0.156",".296","4","6",".344"
"Lamb, Jake",571875,2022,31,111,11,6,1,3,11,34.2,9.9,".216",".392",".315","0.707","0.176",".321","0","0",".314"
"Suzuki, Kurt",435559,2020,36,129,20,8,0,2,11,14.7,8.5,".270",".396",".349","0.745","0.126",".301","0","3",".326"
"Alfaro, Jorge",595751,2020,27,100,16,2,0,3,4,36,4,".226",".344",".280","0.624","0.118",".333","1","0",".271"
"Bregman, Alex",608324,2022,28,656,81,38,0,23,87,11.7,13.3,".259",".454",".366","0.820","0.195",".260","1","10",".358"
"Gonzalez, Marwin",503556,2022,33,207,21,7,0,6,14,26.1,6.8,".185",".321",".255","0.576","0.136",".222","0","2",".257"
"Chavis, Michael",656308,2020,24,158,19,5,2,5,8,31.6,5.1,".212",".377",".259","0.636","0.165",".280","0","2",".272"
"La Stella, Tommy",600303,2020,31,228,34,14,2,5,27,5.3,11.8,".281",".449",".370","0.819","0.168",".276","0","2",".355"
"Frazier, Clint",640449,2021,26,218,20,9,0,5,32,29.8,14.7,".186",".317",".317","0.634","0.131",".257","0","0",".289"
"Contreras, Willson",575929,2020,28,225,29,10,0,7,20,25.3,8.9,".243",".407",".356","0.763","0.164",".307","1","2",".336"
"Alford, Anthony",546990,2021,26,148,19,6,1,5,12,39.2,8.1,".233",".406",".311","0.717","0.173",".371","1","0",".310"
"Tatis Jr., Fernando",665487,2020,21,257,32,11,2,17,27,23.7,10.5,".277",".571",".366","0.937","0.294",".306","1","1",".392"
"McCutchen, Andrew",457705,2022,35,580,80,25,0,17,57,21.4,9.8,".237",".384",".316","0.700","0.147",".278","1","4",".309"
"Moran, Colin",592567,2022,29,128,15,3,0,5,16,23.4,12.5,".211",".376",".305","0.681","0.165",".234","0","3",".300"
"France, Ty",664034,2022,27,613,103,27,1,20,35,15.3,5.7,".274",".436",".338","0.774","0.162",".296","3","5",".337"
"Santana, Domingo",570267,2020,27,84,6,3,0,2,13,29.8,15.5,".157",".286",".298","0.584","0.129",".209","0","0",".271"
"Mountcastle, Ryan",663624,2021,24,586,79,23,1,33,41,27.5,7,".255",".487",".309","0.796","0.232",".297","2","7",".335"
"Frazier, Adam",624428,2021,29,639,130,36,5,5,48,10.8,7.5,".305",".411",".368","0.779","0.106",".339","2","1",".341"
"García, Avisaíl",541645,2020,29,207,31,10,0,2,20,23.7,9.7,".238",".326",".333","0.659","0.088",".315","2","0",".296"
"Wendle, Joey",621563,2021,31,501,76,31,4,11,28,22.6,5.6,".265",".422",".319","0.741","0.157",".327","4","3",".317"
"Rivas, Webster",593590,2021,30,77,11,2,0,2,8,20.8,10.4,".221",".338",".303","0.641","0.117",".260","0","0",".286"
"Gurriel Jr., Yuli",493329,2022,38,584,84,40,0,8,30,12.5,5.1,".242",".360",".288","0.648","0.118",".266","0","3",".285"
"Madrigal, Nick",663611,2022,25,228,45,7,0,0,14,11.8,6.1,".249",".282",".305","0.587","0.033",".286","0","0",".267"
"Bleday, JJ",668709,2022,24,238,17,10,2,5,30,28.2,12.6,".167",".309",".277","0.586","0.142",".216","0","2",".266"
"Tromp, Chadwick",644433,2020,25,64,8,1,0,4,1,31.3,1.6,".213",".426",".219","0.645","0.213",".231","0","2",".264"
"Serven, Brian",661531,2022,27,205,27,4,1,6,13,21.5,6.3,".203",".332",".261","0.593","0.129",".232","0","1",".263"
"Castillo, Luis",622491,2021,28,59,6,2,0,0,1,39,1.7,".163",".204",".180","0.384","0.041",".308","0","0",".169"
"Bichette, Bo",666182,2020,22,128,22,9,1,5,5,21.1,3.9,".301",".512",".328","0.840","0.211",".352","1","0",".353"
"Brinson, Lewis",621446,2021,27,290,39,14,0,9,13,24.8,4.5,".226",".376",".263","0.639","0.150",".273","0","1",".275"
"Rodríguez, Julio",677594,2022,21,560,89,25,3,28,40,25.9,7.1,".284",".509",".345","0.854","0.225",".345","4","1",".366"
"Gomes, Yan",543228,2021,33,375,58,15,1,14,19,20.8,5.1,".252",".421",".301","0.722","0.169",".287","3","1",".308"
"Castellanos, Nick",592206,2022,30,558,98,27,0,13,29,23.3,5.2,".263",".389",".305","0.694","0.126",".326","0","2",".304"
"Rutschman, Adley",668939,2022,24,470,52,35,1,13,65,18.3,13.8,".254",".445",".362","0.807","0.191",".291","0","3",".354"
"Gurriel Jr., Lourdes",666971,2022,28,493,94,32,1,5,31,16.8,6.3,".291",".400",".343","0.743","0.109",".346","1","2",".327"
